item_status,description,cert_number,issuer,grade,vault_status
Active,INELIGIBLE ITEMS- PLEASE SHIP HOME! | 2x raw basketball cards- 2023-24 Panini Black JALEN BRUNSON  with autograph & 2020-21 Panini Prizm  LAMELO BALL with autograph,VIH00000042980,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042879,VIH,-,Unvaulted
Active,2024-25 Panini Immaculate Collection Signatures John Stockton | Ineligible item,VIH00000042689,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042852,VIH,-,Unvaulted
Active,"INELIGIBLE ITEMS - PLEASE SHIP HOME | 5x Panini assorted NFL cards, 2022 Panini Immaculate Collection football No. ISP-JCO James Cook - Buffalo Bills",VIH00000042986,VIH,-,Unvaulted
Active,2018-19 Panini Prizm Luca Doncic Auto | Ineligible Item,VIH00000045333,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2024 Donruss Optic Fast Break Signatures #FBS-MOB Evan Mobley,VIH00000043149,VIH,-,Unvaulted
Active,2009 Upper Deck Ballpark Hanley Ramirez Swatch Auto  | Ineligible item,VIH00000042667,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x 2025 Topps 1st Bowman No.10 Fernando Mendoza Raw Card,VIH00000045640,VIH,-,Unvaulted
Active,"2024-25 Panini - One and One Basketball Dalton Knecht #RJA-KNE | Encased Ungraded Panini ""One"" Sealed",VIH00000043085,VIH,-,Unvaulted
Active,2022-23 Impeccable Stars Signatures Jayson Tatum  | White Box 1/1,VIH00000044842,VIH,-,Unvaulted
Active,"2024-25 Panini - Eminence Basketball Jared McCain #EM-MCC Autograph | Encased Ungraded Panini ""Eminence"" Sealed",VIH00000043583,VIH,-,Unvaulted
Active,2024-25 Panini Silhouette Basketball | NBA The Cup Stephen Curry 1/7,VIH00000045879,VIH,-,Unvaulted
Active,"2024-25 Panini - Flawless Basketball Luka Doncic #182 | Encased Ungraded Panini ""Flawless"" Sealed",VIH00000043135,VIH,-,Unvaulted
Active,2018-19 Panini Revolution STEPHEN CURRY #AU-SCY | AUTOGRAPHED CARD GUARANTEED BY PANINI AMERICA,VIH00000045325,VIH,-,Unvaulted
Active,2017 Leaf Pearl #AU-CR1 Cristiano Ronaldo | Autographed 7/10 Encased,VIH00000042861,VIH,-,Unvaulted
Active,2021-22 Panini Illusions Basketball - Luka Doncic | Superlatives Signatures - No. SS-LKD,VIH00000045632,VIH,-,Unvaulted
Active,2020 PANINI ONE AND ONE #79 SHAI GILGEOUS-ALEXANDER PURPLE 22/25,104000000,PSA,9,To Vault
Active,2022 PANINI PRIZM #353 BROCK PURDY GREEN PRIZM,98565181,PSA,10,Vaulted
Active,2023-24 Panini Obsidian Equinox Gear #20 Ausar Thompson Vibrant Mojo,0018633611,BGS,9,Vaulted
Active,2023 PANINI ABSOLUTE KABOOM! HORIZONTAL #9 JALEN HURTS,113000000,PSA,8,Vaulted
Active,Ineligible Item - Please send home | 3X Raw Yao Ming Cards,VIH00000045907,VIH,-,Unvaulted
Active,Ineligible Item Please Send Home | 2022-23 Panini National Treasures Anthony Edwards #26/49,VIH00000045295,VIH,-,Unvaulted
Active,Ineligible Item - Please Send Home | 3x Raw Sports Cards,VIH00000045074,VIH,-,Unvaulted
Active,Ineligible Item - Please Send Home | 1x Raw Sports Card,VIH00000045063,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 2016-17 Panini Flawless Basketball Dennis Rodman #EX-DEN 13/25 Raw Card,VIH00000045460,VIH,-,Unvaulted
Active,2023 BOWMAN UNIVERSITY CHROME 2007-08 BOWMAN #07B22 CAITLIN CLARK GOLD REFRACTOR 32/50,87509842,PSA,10,Unvaulted
Active,2023 BOWMAN DRAFT DRAFT PICKS & PROSPECTS AUTOGRAPH #DPPAPS PAUL SKENES RED REFRACTOR 2/5,96536274,PSA,9,Unvaulted
Active,2021-22 TOPPS CHROME PARIS SAINT-GERMAIN AUTOGRAPHS #AUKM KYLIAN MBAPPE WAVE REFRACTOR 41/50,79400339,PSA,9,Unvaulted
Active,Ineligible Item - Please send home | Raw Topps Chrome Dwayne Wade Autograph 01/50,VIH00000045442,VIH,-,Unvaulted
Active,2020 PANINI NATIONAL TREASURES ROOKIE PRIVATE SIGNINGS #AED ANTHONY EDWARDS ASSOCIATION,121000000,PSA,9,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x 2024-25 Panini Revolution Kaboom! No.33 Derrick Rose Raw Card,VIH00000045418,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - SEND HOME | Raw Card: 1x Raw Card: 2017-18 Panini Contenders Jayson Tatum #103,VIH00000045086,VIH,-,Unvaulted
Active,2024 PANINI SELECT WNBA #72 CAITLIN CLARK GOLD PRIZM 5/10,111000000,PSA,10,Unvaulted
Active,2023 PANINI NATIONAL VIP GOLD #39 NIKOLA JOKIC BLUE YELLOW GREEN 25/25,84478457,PSA,10,Vaulted
Active,2013 UD All-Time Greats #ATG-LJ3 LeBron James Signatures Silver 3/5,0009157336,BGS,9,Vaulted
Active,2022 PANINI SELECT SENSATIONS #SEN6 JUSTIN HERBERT BLACK PRIZM 1/1 1/1,106000000,PSA,10,Unvaulted
Active,2014-15 Panini Flawless #43 Julius Erving Association Autographs - Gold,0009492065,BGS,8,Unvaulted
Active,2021 TOPPS CHROME UEFA CHAMPIONS LEAGUE #200 ERLING HAALAND RED REFRACTOR 5/10,126000000,PSA,10,Unvaulted
Active,2025 BOWMAN UNIVERSITY CHROME #109 FERNANDO MENDOZA BLACK REFRACTOR 3/10,141000000,PSA,9,Unvaulted
Active,2024 TOPPS 50/50 SHOHEI OHTANI #39 SHOHEI OHTANI CHROME-RED REFRACTOR 1/5,143000000,PSA,9,Unvaulted
Active,2024-25 Panini Prizm Draft Picks #P-PJE VJ Edgecombe Blue Ice Prizm,3533486,SGC,10,Unvaulted
Active,2023 TOPPS CHROME TOPPS CHROME AUTOGRAPHS #CGMB MIKAL BRIDGES BLACK GEOMETRIC 2/2,103000000,PSA,10,Vaulted
Active,2016 BOWMAN'S BEST DUAL AUTOGRAPHS #BDABC BREGMAN/CORREA,0009791061,BGS,9.5,Vaulted
Active,1997-98 SP Authentic #MJ Michael Jordan Scott Stars & Rookies - Redeemed Exchange Card,0016984156,BGS,Authentic,Vaulted
Active,2020 PANINI DONRUSS #201 ANTHONY EDWARDS GREEN LASER,99609188,PSA,10,Vaulted
Active,2013-14 Panini Prizm #290 Giannis Antetokounmpo,0010242297,BGS,10,Vaulted
Active,1996 BOWMAN'S BEST ROOKIE #R23 KOBE BRYANT,48740618,PSA,10,Vaulted
Active,2008 BOWMAN CHROME #69 KEVIN DURANT REFRACTOR,51047816,PSA,9,Vaulted
Active,2002 eTOPPS #53 YAO MING,60692523,PSA,10,Vaulted
Active,2002 TOPPS PRISTINE #51 YAO MING REFRACTOR,90175551,PSA,10,Vaulted
Active,1996 TOPPS #138 KOBE BRYANT,119000000,PSA,10,Vaulted
Active,2020 PANINI DONRUSS OPTIC #151 ANTHONY EDWARDS TARGET BOX SET,63655939,PSA,10,Vaulted
Active,2002-03 Topps Chrome #146A Yao Ming,0003134786,BGS,9.5,Vaulted
Active,1996 Finest #269 Kobe Bryant,0019066069,BGS,9,Vaulted
Active,2013-14 FLEER RETRO 99-00 SKYBOX PRIME TIME AUTOGRAPHS #18PTV LEBRON JAMES/25,0008252228,BGS,10,Vaulted
Active,2015-16 PANINI FLAWLESS LEGENDARY SIGNATURES #LSVAL CARLOS VALDERRAMA 21/25,97663916,PSA,8,Vaulted
Active,2017 Panini Prizm #269 Patrick Mahomes II,0017251552,BGS,9.5,Vaulted
Active,2023 TOPPS MERCURY: VICTOR WEMBANYAMA AUTOGRAPHS #WA9 VICTOR WEMBANYAMA ORANGE REFRACTOR 6/25,99330605,PSA,10,Vaulted
Active,Shaquille O'neal National Treasures | One Of One,VIH00000045791,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - SEND HOME | Raw Card: 2024-25 Panini Revolution Kel'El Ware #29,VIH00000046137,VIH,-,Unvaulted
Active,2025 Topps Chrome Dwyane Wade Auto /25 | Ineligible Items,VIH00000045787,VIH,-,Unvaulted
Active,PLEASE SEND HOME - UNACCEPTED ITEM | 1x 2025 Topps Chrome Jalen Brunson #101 05/10,VIH00000045226,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - SEND HOME | Raw Card: 2025 Topps Jayson Tatum #49,VIH00000046149,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - SEND HOME | Raw Encased Ungraded: 2013 Upper Deck Julius Erving #S-JE,VIH00000046142,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x 2025 Panini Absolute Football No.20 Michael Penix Jr. Raw Card,VIH00000045596,VIH,-,Unvaulted
Active,Ineligible Item - Please Send Home | 1x Raw Sports Card,VIH00000045151,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - SEND HOME | Magpro Graded Card: 2024-25 Panini One and One Basketball Anthony Edwards #12,VIH00000046129,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - SEND HOME | Raw Card: 2025 Panini Absolute Trevor Lawrence #6,VIH00000046725,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 2025 Topps Chrome #51 Jaylen Brown (#19/25),VIH00000046367,VIH,-,Unvaulted
Active,1996 STADIUM CLUB CLASS ACTS #CA1 JERRY STACKHOUSE/MICHAEL JORDAN REFRACTOR,48321605,PSA,9,Returning
Active,1997-98 Bowman's Best #60 Michael Jordan Atomic Refractors,0013538229,BGS,8.5,Returning
Active,2025 Topps Five Star Golden Graphs Sealed Card | #GG-RS Roki Sasaki 02/25,VIH00000046313,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 2025 Topps Chrome #254 Kon Knueppel RC (#74/99),VIH00000046335,VIH,-,Unvaulted
Active,2018 PANINI DONRUSS OPTIC #177 LUKA DONCIC SHOCK,56860066,PSA,10,Vaulted
Active,2018 PANINI DONRUSS #162 SHAI GILGEOUS-ALEXANDER GREEN LASER 31/99,48411135,PSA,10,Vaulted
Active,2025 TOPPS CHROME ROCK STARS #RS-3 LeBRON JAMES,146000000,PSA,10,To Vault
Active,1986 FLEER #57 MICHAEL JORDAN,04332900,PSA,8,Returning
Active,2024 PANINI REVOLUTION KABOOM! HORIZONTAL #33 DERRICK ROSE,147000000,PSA,10,Vaulted
Active,2020 PANINI PRIZM #325 JUSTIN HERBERT GREEN PRIZM,63606928,PSA,10,Vaulted
Active,2025 PANINI NATIONAL SPORTS COLLECTORS CONVENTION VIP GOLD #RC18 VJ EDGECOMBE PANINI,126000000,PSA,9,Vaulted
Active,2001 TOPPS CHROME #95 MICHAEL JORDAN REFRACTOR,30120556,PSA,9,Vaulted
Active,2014-15 SP Authentic #C-LJ LeBron James Chirography,0010465615,BGS,9.5,Vaulted
Active,2007 BOWMAN CHROME #111 KEVIN DURANT REFRACTOR 81/299,112000000,PSA,9,Vaulted
Active,2021 PANINI NBA PLAYER OF THE DAY #51 CADE CUNNINGHAM KABOOM 49/99,108000000,PSA,9,Vaulted
Active,2025 PANINI DONRUSS DOWNTOWN! #17 SHEDEUR SANDERS,141000000,PSA,10,To Vault
Active,"Ineligible Item, PLEASE SEND HOME | Ungraded Halloween Football Pack",VIH00000045969,VIH,-,To Vault
Active,2024 PANINI ONE AND ONE PRIZMANIA #8 VICTOR WEMBANYAMA,147000000,PSA,8,Vaulted
Active,2023 PANINI PRIZM #136 VICTOR WEMBANYAMA PINK ICE,99581271,PSA,10,Vaulted
Active,Ineligible Item - Please Send Home | 1x Raw 2007 Topps Finest Kevin Durant #102,VIH00000046073,VIH,-,Unvaulted
Active,"Ineligible Items, PLEASE SEND HOME | 6x Raw Topps Chrome base cards",VIH00000047341,VIH,-,Unvaulted
Active,2024 PANINI REVOLUTION KABOOM! HORIZONTAL #8 GIANNIS ANTETOKOUNMPO,147000000,PSA,8,Vaulted
Active,2017 PANINI DONRUSS OPTIC #46 STEPHEN CURRY,107000000,PSA,10,Unvaulted
Active,2023 BOWMAN U NOW #49 CAITLIN CLARK,90918917,PSA,10,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2025 Panini VIP #42 Paul Skenes 10/10 Autographed Card,VIH00000042307,VIH,-,Unvaulted
Active,2023 Super Products Super Glow | Marvin Harrison Jr.,VIH00000043186,VIH,-,Unvaulted
Active,2018 PANINI SPECTRA #76 SHAI GILGEOUS-ALEXANDER RED 62/99,120000000,PSA,Authentic,Unvaulted
Active,2018 PANINI ABSOLUTE MEMORABILIA ROOKIE THREADS #SGA SHAI GILGEOUS-ALEXANDER LEVEL 2 109/149,103000000,PSA,Authentic,Unvaulted
Active,2023 PANINI MOSAIC RAZZLE DAZZLE #5 SHAI GILGEOUS-ALEXANDER,103000000,PSA,Authentic,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042764,VIH,-,Unvaulted
Active,2023 TOPPS CHROME TOPPS CHROME AUTOGRAPHS #CGVW VICTOR WEMBANYAMA,97570689,PSA,7,Unvaulted
Active,2024 PANINI NATIONAL SPORTS COLLECTORS CONVENTION VIP GOLD COLOR BLAST #AR ANGEL REESE 17/44,99410993,PSA,9,Vaulted
Active,2024 BOWMAN UNIVERSITY CHROME SAPPHIRE SAPPHIRE SELECTIONS AUTOGRAPHS #SSAHH HANNAH HIDALGO BLACK 8/10,119000000,PSA,10,Vaulted
Active,2019 PANINI SPECTRA #43 LeBRON JAMES INTERSTELLAR,49623855,PSA,9,Vaulted
Active,2020 PANINI SELECT #157 CEEDEE LAMB DIE-CUT PURPLE PRIZM,97872813,PSA,10,Vaulted
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 RAW Card: 2025 Topps Chrome Joan Beringer #80CR2-JB,VIH00000043734,VIH,-,Returning
Active,"1x Raw 2013 NHL Panini Titanium Rookie Gear, Alex Galchenyuk, No. RA-AG; Autographed | Ineligible",VIH00000044204,VIH,-,Returning
Active,"INELIGIBLE ITEM- PLEASE SHIP HOME! | 5x raw 2024-25 Panini Prizm Basketball cards- ZACH LAVINE, DARIUS GARLAND, JOEL EMIID, TYRESE HALIBURTON & RJ BARRETT",VIH00000044637,VIH,-,Returning
Active,Ineligible Item - Please send home | Raw Card Magenta Plate Amar'e Stoudemire 1/1,VIH00000044213,VIH,-,Returning
Active,Ineligible Item Please Send Home | 1x 2024 Panini Instant VJ Edgecomb No. VJED-1,VIH00000042129,VIH,-,Unvaulted
Active,INELIGIBLE ITEMS - PLEASE SEND HOME | x8 Various Raw Sports Cards,VIH00000042592,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND BACK | Raw card: 2025 Topps Comic Court VJ Edgecombe #CC-18,VIH00000042088,VIH,-,Unvaulted
Active,"Ineligible Items, PLEASE SEND HOME | Raw Cards",VIH00000042122,VIH,-,Unvaulted
Active,INELIGIBLE ITEMS - PLEASE SEND HOME! | x24 Various Raw Sports Cards and Memorabilia Cards,VIH00000042178,VIH,-,Unvaulted
Active,"INELIGIBLE ITEMS- PLEASE SHIP HOME! | 7x raw sports cards- 6x basketball cards)- 2x)STEPHEN CURRY, BRONNY JAMES JR., JIMMY BUTLER, JALEN BRUNSON & VICTOR WEMBANYAMA & 1x baseball card-SHOHEI OHTANI",VIH00000042234,VIH,-,Unvaulted
Active,"INELIGIBLE ITEMS - PLEASE RETURN TO SENDER | 4x raw cards, 2 slabs from an ineligible grading company",VIH00000044241,VIH,-,Unvaulted
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | 2025 Topps Diamond Icon No. DIA-VGJ Vladimir Guerrero Jr. - Toronto Blue Jays,vih00000043218,VIH,-,Returning
Active,"INELIGIBLE ITEMS - PLEASE SHIP HOME | 3x Raw Cards: 2022 Panini Immaculate Basketball #IMO-ALP, 2024 Panini Immaculate Basketball #INK-EHY, 2024 Panini Prizm Basketball #FB-SSB",VIH00000042767,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2025 Bowman University Best - Best of 2024 #B24-BS Braden Smith Teal Refractor [#15/15],VIH00000043627,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2024 Panini Mosaic Veteran Ticket #VT-JAM Ja Morant Autograph Mosaic [#5/8],VIH00000043666,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000043330,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042843,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042841,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x 2024-25 Panini Prizm Black No.43 Nikola Jokic Autographed Raw Card,VIH00000044575,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000043353,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND HOME! | x1 Raw 2024 Topps Chrome Lamine Yamal #BLA-LY Autographed,VIH00000042730,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042853,VIH,-,Unvaulted
Active,"Ineligible Item, PLEASE SEND HOME | Raw Card",VIH00000042695,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - SEND HOME | 7x Raw Assorted Basketball Cards,VIH00000043136,VIH,-,Unvaulted
Active,"INELIGIBLE ITEMS- PLEASE SEND HOME | x4 Panini Donruss Optic 2024-25 Mikal Bridges, Devin Booker, Deandre Ayton,  Domantas Sabonis and x1 2021 UD Exquisite Collection Michael Jordan 9/10",VIH00000042441,VIH,-,Unvaulted
Active,"INELIGIBLE ITEM - PLEASE SEND HOME | x3 Raw Cards: 2025 Topps Lucas Hernandez #AU-LH 195/250, 2025 Topps Champions D'Europe Desire Doue #14,  2025 Topps Champions D'Europe Ibrahim Mbaye #49",VIH00000043381,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw 2024 Topps CALEB WILLIAMS Rookie Autograph card Inception 07/50,VIH00000045323,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000043875,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000043333,VIH,-,Unvaulted
Active,INELIGIBLE ITEMS - PLEASE SEND BACK | Stack of raw basketball cards,VIH00000043560,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw baseball card- 2024-25 Panini SELECT CADE CUNNINGHAM foil,VIH00000045318,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000043322,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND BACK | 1 raw Fernando Mendoza football card,VIH00000044710,VIH,-,Unvaulted
Active,PLEASE SEND HOME - UNACCEPTED ITEM | 1x Raw Card 2025 Topps Cooper Flagg,VIH00000044894,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000043345,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000043295,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000043357,VIH,-,Unvaulted
Active,INELIGIBLE ITEMS- PLEASE SHIP HOME! | 2x raw cards- 2024 Panini Flawless football #RPA-RDS RAY DAVIS with patch and autograph & 2024-25 Panini Prizm Deca basketball #21 DIRK NOWITZKI,VIH00000042316,VIH,-,Unvaulted
Active,"INELIGIBLE ITEMS- PLEASE SHIP HOME! | 3x raw football cards- 2021 Panini Chronicles DAK PRESCOTT, 2023 Panini National Treasures DEMARCUS WARE patch and auto graph & 2024 Panini Mosaic MARSHAWN KNEELAND Rookie card",VIH00000042183,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 Raw 2024 Panini Prizm Select Xavier Legette No.JRSS-XLE Jumbo Rookie Signature Swatches,VIH00000042606,VIH,-,Unvaulted
Active,Ineligible Item - Please send home | Raw Panini The National Luka Doncic Gold 02/10 and a 130 Pt. Magnetic Card Holder,VIH00000043004,VIH,-,Unvaulted
Active,2022-23 Panini Immaculate Collection Steve Kerr Auto /99 | Ineligible item,VIH00000042688,VIH,-,Unvaulted
Active,2020-21 Panini Select In Flight Zach Lavine | Ineligible item,VIH00000042673,VIH,-,Unvaulted
Active,1 x Raw 2022 Panini Contenders Football - Garret Wilson #117 | Ineligible,VIH00000043606,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND BACK | Raw card: 2025 Topps Adou Thiero #80B2R-AT auto numbered 41/50,VIH00000043504,VIH,-,Unvaulted
Active,2025 Leaf OptiChrome Bryce Underwood Auto /3 | Ineligible item,VIH00000042662,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x 2017-18 Panini Flawless No. SM-DN Dirk Nowitzki Autographed Patch Raw Card,VIH00000044581,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2025 Panini VIP #12 LeBron James 12/45,VIH00000042310,VIH,-,Unvaulted
Active,"INELIGIBLE ITEMS- PLEASE SHIP HOME! | 3x raw 2024 Panini Prizm Draft Picks- ANGEL REESE #38, SUE BIRD #58 & VJ EDGECOMBE #17",VIH00000042742,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw football card- 2024 Panini Mosaic #9 CHRISTIAN MCCAFFREY red & silver Holographic background and silver holo border,VIH00000043153,VIH,-,Unvaulted
Active,Ineligible Item Please Send Home | 1x Raw Panini Lebron James #12,VIH00000042412,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND BACK | Raw card: 2025 Panini The National LeBron James #12 patch numbered 03/10,VIH00000042559,VIH,-,Unvaulted
Active,"Ineligible Item, PLEASE SEND HOME | Raw 2023 National Treasures #9 Jahmyr Gibbs 1/1 NFL Shield Autographed RC Printing Plate",VIH00000044759,VIH,-,Unvaulted
Active,Ineligible Item Please Send Home | 1x Raw 2024-25 Panini Prizm Black Basketball Ausar Thompson No.SS-ASR,VIH00000042408,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 Raw 2006 (2025) Topps Certified Autograph Game Used Memorabilia David Ortiz No.SSA-DO,VIH00000042618,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw basketball card- 2024-25 Panini National Treasures STEPHEN CURRY & LEBRON JAMES #MAT-CLB with game worn fabric guranteed by Panini America,VIH00000043098,VIH,-,Unvaulted
Active,Ineligible Item - Please send home | Raw Angel Reece Card,VIH00000042950,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042893,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2024 Panini Prizm Draft Picks #17 VJ Edgecombe Blue Prizm [#031/199],VIH00000043177,VIH,-,Unvaulted
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME  | Panini No. MVP -GA Giannis Antekounmpo,VIH00000042288,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw basketball card- 2024-25 Panini Mosaic Epic Performers NIKOLA JOKIC #8,VIH00000042965,VIH,-,Unvaulted
Active,2022 Leaf Decadence Octet #0-03 Curry/Iverson/Johnson/Lillard/West/Frazier/Dantley/Erving | 1/4 Autographed Encased,VIH00000043354,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw basketball card- 2025 Topps VJ EDGECOMBE #203 1071/2025 Rookie Card,VIH00000042279,VIH,-,Unvaulted
Active,"INELLIGIBLE ITEM - PLEASE SHIP HOME | 3x 2004-25 Panini Basketball cards (#195 Ja Morant, #107 Ja Morant, Jaren Jackson Jr.)",VIH00000042883,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw basket ball card- 2023-24 Panini Phoenix #HFA-RSP RALPH SAMPSON Hall of Fame with autograph,VIH00000042185,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2022 Panini Rookie Card #117 Davion Mitchell,VIH00000043193,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 2024-25 Panini Immaculate Collection No.MM-AST Ausar Thompson Autographed 28/99,VIH00000042617,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2022-23 Panini Select FIFA Soccer Autographed Memorabilia #AM-RSB Rafael Santos Borre Green/Gold Prizm #3/5,VIH00000041550,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2024-25 Panini Prizm Deca #PDS-SHA Shaedon Sharpe,VIH00000042173,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2025 Topps Basketball All Kings #AK-19 Kon Knueppel,VIH00000043662,VIH,-,Unvaulted
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw NFL card- 2020 Panini Chronicles Draft Picks Crown Royale ANTONIO GIBSON #83 with autograph,VIH00000042743,VIH,-,Unvaulted
Active,Ineligible Item - Please send home | Raw Card: 2024 Panini - The National VIP No. 33  Gold Dwayne Wade 08/10,VIH00000041554,VIH,-,Unvaulted
Active,PLEASE SEND HOME - UNACCPETED ITEM | 1x Raw Card 2014 Upper Deck Lebron James Homecourt Stars,VIH00000045673,VIH,-,Unvaulted
Active,Ineligible Item Please Send Home | 1x 2024 Wild Card Yoeilin Cespedes #1/1,VIH00000042404,VIH,-,Unvaulted
Active,"Ineligible Item, PLEASE SEND HOME | Raw Topps Cooper Flagg Auto 25/25",VIH00000044734,VIH,-,Unvaulted
Active,INELIGIBLE ITEM - PLEASE SEND BACK | Raw card: 2024-25 Panini Prizm Black Magic Johnson #268 auto numbered 01/10,VIH00000041856,VIH,-,Unvaulted
